A1,A2,A3,B1,B2,B3,C1,C2,C3,2-A1,2-A2,2-A3,2-B1,2-B2,2-B3,2-C1,2-C2,2-C3,
1,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,4,
0,1,0,0,0,3,3,4,5,0,0,0,0,0,0,1,29,10,
0,2,4,1,11,20,3,11,11,0,0,0,0,1,0,7,49,25,
0,0,11,4,19,43,5,17,16,0,16,22,0,0,1,7,63,40,
0,4,25,5,35,60,5,21,23,0,36,64,0,4,5,3,73,54,
0,11,46,6,59,76,5,27,33,0,47,94,0,5,7,4,84,67,
1,19,70,7,72,87,7,33,42,0,53,111,0,7,11,3,88,75,
0,28,84,5,81,96,7,35,47,0,57,124,0,9,15,2,98,82,
0,37,99,2,86,99,4,41,52,0,63,133,0,10,15,5,106,89,
0,43,108,4,96,110,6,46,59,0,67,134,0,12,18,8,112,95,
0,45,115,3,99,116,5,52,63,2,68,133,0,13,18,11,118,100,
0,52,120,6,106,121,7,55,68,1,72,137,0,15,19,10,123,108,
1,56,125,7,109,126,10,58,69,1,75,142,0,14,19,15,128,113,
1,59,126,6,109,129,8,57,72,2,77,146,0,16,22,15,133,118,
1,59,132,6,114,134,10,60,75,2,76,145,0,16,22,18,135,122,
1,59,134,7,115,135,9,60,76,2,76,144,0,16,23,20,139,124,
2,60,136,7,114,136,10,60,77,3,76,139,1,17,22,21,141,126,
1,61,138,7,116,137,9,61,81,2,76,140,0,17,22,19,143,130,
1,60,138,7,115,136,12,62,81,2,76,142,1,18,23,22,146,131,
2,60,141,8,119,140,11,62,83,3,77,144,1,18,24,24,146,130,
2,59,140,6,119,140,9,64,82,4,77,143,1,16,24,26,146,131,
3,60,139,8,119,140,10,63,83,4,77,140,0,18,23,28,146,133,
3,61,142,7,121,144,11,64,85,5,77,143,2,18,23,29,148,133,
1,63,145,9,122,145,12,66,86,5,79,144,2,18,24,28,148,136,
3,60,145,7,121,146,11,64,85,3,79,144,1,19,24,29,152,135,
3,59,141,9,120,144,11,64,86,3,77,141,0,17,23,26,153,137,
2,60,142,9,121,147,13,63,86,4,75,131,0,18,24,27,154,137,
2,58,141,7,120,146,11,64,88,3,70,123,1,18,22,25,156,137,
2,55,135,9,120,144,12,64,86,2,64,107,2,17,19,23,154,137,
3,50,125,7,113,140,12,62,82,1,58,90,1,15,18,19,149,135,
1,49,119,8,106,133,10,51,73,0,51,73,0,12,12,13,133,108,
1,32,94,6,86,113,6,36,58,0,42,55,0,9,8,10,119,95,
1,21,64,4,74,98,8,32,48,0,34,40,0,7,5,5,109,80,
0,6,23,4,47,74,5,23,35,0,22,23,0,3,2,4,87,62,
0,5,20,2,36,67,2,15,24,0,18,17,0,1,1,1,75,53,
0,4,17,2,27,60,2,12,22,0,11,11,0,2,0,0,70,46,
0,5,15,4,30,52,4,14,19,0,9,9,0,1,0,0,64,46,
0,3,16,3,24,50,2,12,17,0,8,8,0,0,0,0,63,43,
0,4,17,3,22,47,2,12,17,0,5,4,0,0,0,1,60,42,
0,7,16,2,27,46,2,12,17,0,3,2,0,1,0,1,61,35,
0,7,15,4,26,47,3,12,17,0,1,1,0,1,0,1,56,35,
0,6,13,4,24,44,3,12,18,0,0,0,0,1,0,0,51,31,
0,2,9,4,16,37,3,12,18,0,0,0,0,0,0,1,50,26,
0,4,7,3,14,33,3,11,17,0,1,0,0,0,0,0,46,24,
1,1,7,1,13,31,1,9,15,0,1,0,0,0,0,1,40,19,
0,0,4,2,11,21,1,11,14,0,0,0,0,0,0,0,36,16,
0,2,3,2,6,17,2,7,13,0,0,0,0,0,0,0,33,12,
0,1,1,0,3,5,1,4,10,0,0,0,0,0,0,0,25,7,
0,2,0,0,0,0,0,4,6,0,0,0,0,0,0,0,21,4,
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,16,4,
1,2,0,0,0,0,2,5,2,0,0,0,0,0,0,4,39,8,
0,3,0,0,0,1,3,16,12,0,0,0,0,0,0,8,63,26,
0,5,3,0,8,19,4,23,19,0,5,2,0,2,0,13,78,38,
0,2,5,4,19,36,7,28,26,0,12,7,0,4,1,15,94,53,
0,3,7,5,35,55,7,40,34,0,14,11,0,6,3,13,110,72,
1,4,9,6,43,69,9,50,43,0,21,17,0,7,4,12,121,86,
0,3,12,5,53,82,10,59,48,0,23,27,0,9,6,11,129,95,
2,6,14,6,64,91,10,64,57,0,28,33,0,11,8,9,139,105,
2,7,16,8,69,100,11,70,59,0,32,38,0,12,8,7,144,108,
1,7,18,6,73,104,11,77,64,1,32,42,0,12,10,10,148,115,
1,7,22,7,75,112,12,80,68,0,36,45,0,12,11,8,150,115,
0,9,31,7,77,120,11,80,71,0,40,51,0,14,12,10,154,121,
2,8,37,7,78,128,12,82,74,0,40,54,0,15,11,9,156,125,
1,10,37,7,83,128,12,86,76,1,41,56,0,15,13,11,158,127,
0,12,40,9,86,132,12,87,77,2,42,59,0,16,14,11,161,129,
1,12,42,7,90,134,14,90,79,1,43,60,0,16,13,10,163,132,
0,12,44,8,89,135,13,90,80,1,43,59,0,16,13,11,164,132,
0,11,50,8,87,136,13,90,82,2,43,59,0,17,15,10,165,135,
1,13,51,8,89,139,13,90,85,1,45,62,0,17,14,10,169,136,
1,13,58,9,91,145,13,91,86,1,46,64,0,17,15,9,170,141,
1,16,65,9,91,147,13,90,88,1,50,69,0,18,17,10,170,144,
2,17,69,10,103,152,15,90,89,1,51,73,0,19,16,7,172,146,
2,17,71,9,101,155,15,89,91,1,53,75,0,19,18,8,174,149,
3,18,75,9,103,157,14,90,91,1,53,78,0,18,18,9,177,149,
2,20,75,9,104,154,16,90,93,2,54,78,0,20,19,9,177,150,
2,20,72,10,111,156,15,92,94,1,53,71,0,19,19,10,178,153,
1,17,68,9,106,156,16,90,95,2,47,62,0,19,16,10,178,147,
0,17,66,8,104,154,15,89,91,1,43,53,0,19,16,11,173,144,
0,12,55,10,98,148,12,89,86,0,36,40,0,16,14,10,167,139,
0,11,47,8,85,141,13,85,79,0,30,35,0,15,11,7,157,128,
1,8,31,9,78,128,14,80,68,0,23,25,0,12,10,7,150,113,
1,3,14,7,57,114,11,72,59,0,21,21,0,11,7,8,133,95,
1,5,16,9,56,105,10,62,53,0,16,18,0,7,5,4,112,84,
1,4,16,7,53,98,12,54,48,0,12,9,0,7,3,4,99,69,
0,3,9,6,36,73,10,40,36,0,7,4,0,3,0,1,65,46,
0,1,2,3,9,35,7,21,26,0,4,5,0,1,0,0,50,38,
0,2,2,1,3,7,2,12,19,0,4,3,0,0,0,1,41,27,
0,0,2,0,0,0,1,7,8,0,1,1,0,0,0,0,19,7,
0,3,4,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,
0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,
0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,26,16,
0,0,0,0,0,2,6,11,15,0,1,2,0,0,0,0,48,32,
0,1,1,1,10,16,7,24,25,0,5,8,0,1,2,0,80,50,
0,1,3,3,24,39,9,35,33,0,14,16,0,3,2,3,99,61,
0,3,8,5,37,59,8,41,42,0,20,27,0,7,5,2,117,77,
0,4,11,5,49,75,11,52,50,0,27,35,0,9,7,2,129,90,
0,5,15,8,62,85,12,61,56,0,31,44,0,11,8,2,141,99,
0,6,17,7,66,94,14,66,65,0,33,51,0,12,8,2,150,108,
0,9,25,7,79,107,13,73,73,0,39,63,0,14,11,1,157,120,
0,11,42,8,84,119,13,76,81,0,40,67,0,15,13,2,163,121,
0,12,58,9,88,134,12,76,88,0,45,79,0,17,13,3,167,130,
0,14,72,7,95,134,12,76,91,1,49,84,0,16,16,3,170,134,
2,18,79,7,99,141,13,75,93,0,53,93,0,18,16,2,175,137,
2,21,92,7,106,149,13,77,96,2,53,95,0,19,18,4,178,138,
2,22,99,7,107,157,11,75,99,0,57,102,0,20,19,3,182,143,
0,24,108,6,106,158,11,75,100,0,57,105,0,20,20,3,187,144,
1,25,117,6,112,164,11,75,101,0,59,107,0,22,20,6,186,148,
1,28,124,8,115,168,10,72,102,0,60,109,0,21,21,5,190,150,
2,32,126,7,118,167,12,75,106,1,61,112,0,21,21,5,194,156,
1,32,132,7,118,172,11,73,107,1,60,109,0,20,21,5,192,153,
1,30,135,7,115,170,9,68,109,1,63,109,0,19,21,5,193,156,
2,33,141,7,116,173,10,73,109,0,64,113,0,23,23,7,197,155,
1,35,142,5,118,175,8,72,109,1,65,116,0,23,24,7,201,156,
2,36,140,8,119,176,11,73,111,1,64,116,0,22,24,6,202,162,
0,33,141,9,116,177,10,72,111,0,66,117,0,22,24,6,199,159,
2,35,146,8,119,177,11,71,111,0,65,119,0,23,24,6,201,164,
2,35,146,9,119,180,10,70,113,1,68,121,0,23,25,6,203,165,
1,36,146,9,122,181,9,71,114,1,68,117,0,24,25,6,205,162,
2,36,146,7,121,182,11,71,114,1,69,117,0,24,25,8,205,165,
0,35,145,8,119,182,11,70,115,1,66,113,0,24,23,6,205,165,
0,31,136,7,117,181,11,70,112,1,63,108,0,23,22,7,206,166,
2,31,131,7,119,181,11,71,112,0,64,106,0,23,23,8,206,167,
1,28,124,8,114,178,11,70,111,0,64,105,0,22,23,7,206,167,
1,27,127,8,111,178,11,70,111,0,64,105,0,23,23,7,205,166,
1,26,115,7,107,180,11,69,110,0,61,103,0,23,21,7,207,167,
1,23,107,8,110,176,10,71,109,1,60,100,0,23,21,8,208,169,
1,19,98,6,111,177,12,69,109,2,61,100,0,23,21,7,207,170,
1,21,92,8,106,176,11,69,108,1,61,99,0,23,21,6,208,168,
0,18,89,7,107,176,9,70,108,1,58,93,0,24,21,8,207,168,
1,17,88,6,104,174,11,69,104,0,58,97,0,22,21,5,204,164,
0,18,86,8,101,167,10,67,99,0,55,86,0,21,19,4,194,152,
0,21,92,7,105,161,10,66,93,0,49,77,0,18,16,3,181,140,
2,20,88,6,102,149,9,63,85,0,43,61,0,15,13,4,169,132,
0,17,62,7,93,137,11,59,76,0,37,56,0,14,12,4,156,119,
1,14,55,7,89,131,9,57,70,0,37,53,0,11,10,1,150,111,
0,14,56,6,81,125,9,51,66,0,35,46,0,10,9,1,144,102,
0,15,55,7,81,121,11,48,63,0,33,40,0,12,8,1,143,100,
1,12,53,7,76,120,11,46,60,0,33,39,0,10,8,1,143,98,
0,10,51,8,69,119,10,42,59,0,32,40,0,9,7,0,137,98,
1,12,52,6,72,119,10,46,59,0,31,37,0,10,8,1,136,98,
1,11,50,7,69,117,11,46,58,0,28,34,0,9,6,1,129,94,
1,11,44,8,63,111,11,39,52,0,23,24,0,8,5,2,121,87,
0,7,34,6,52,103,10,35,48,0,21,22,0,6,4,1,117,81,
0,7,23,6,43,94,10,29,44,0,19,19,0,5,4,1,105,77,
0,3,15,6,33,84,10,25,41,0,14,13,0,3,3,2,97,70,
0,5,16,4,35,82,8,23,40,0,13,13,0,3,3,2,93,65,
0,4,14,5,29,71,8,19,35,0,12,12,0,2,3,1,87,62,
0,3,13,4,24,67,6,17,34,0,11,13,0,3,2,2,85,61,
1,4,13,4,25,65,7,19,32,0,11,11,0,3,1,3,84,60,
0,4,15,5,25,64,8,17,32,0,12,11,0,2,2,2,85,59,
0,5,15,6,24,62,7,17,31,0,12,13,0,1,1,3,86,59,
0,4,13,4,24,58,7,18,31,0,14,13,0,2,2,3,90,60,
0,4,12,3,18,50,6,15,29,0,12,13,0,3,0,3,89,57,
0,4,9,4,16,48,8,14,30,0,13,9,0,2,0,2,85,56,
0,4,8,4,16,39,7,15,30,0,12,10,0,1,0,0,84,51,
0,3,7,3,13,29,4,14,26,0,10,7,0,1,0,1,72,45,
0,2,5,0,5,18,4,11,23,0,7,5,0,0,0,0,60,38,
0,3,5,1,7,20,4,13,21,0,5,5,0,0,0,0,49,29,
1,4,4,0,8,13,5,13,19,0,4,3,0,0,0,0,31,20,
0,1,3,0,2,4,4,6,12,0,2,0,0,0,0,0,14,5,
0,0,1,0,0,0,2,4,6,0,0,0,0,0,0,0,4,1,
1,1,3,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0,
1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,
0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,3,
0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,9,0,
0,0,1,0,0,0,2,2,2,0,1,0,0,0,0,4,11,2,
0,0,0,0,0,0,3,5,2,0,3,0,0,0,0,5,16,4,
1,1,1,0,1,0,3,4,4,0,5,0,0,0,0,8,20,4,
0,2,1,0,0,0,4,4,3,0,5,0,0,0,0,8,27,6,
0,2,0,0,0,0,4,6,4,0,6,1,0,0,0,17,33,7,
0,2,0,0,1,0,2,4,3,1,5,1,0,0,0,18,32,8,
0,1,0,0,0,0,3,5,1,0,7,1,0,0,0,18,34,6,
0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,9,27,4,
0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,5,21,4,
0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,2,19,2,
0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,1,8,0,
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,1,0,
0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,
0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,
1,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,
0,1,3,0,0,1,4,3,6,0,0,0,0,0,0,0,2,1,
1,0,3,0,0,5,6,2,9,0,0,0,0,0,0,0,6,1,
0,2,4,1,3,13,3,5,16,0,0,0,0,0,0,0,13,10,
1,2,5,2,1,15,5,6,18,0,0,0,0,0,0,0,27,20,
0,4,5,0,2,10,6,6,22,0,3,2,0,0,0,5,49,55,
0,2,3,2,4,15,8,9,29,1,8,3,0,0,1,14,75,110,
0,2,3,2,5,17,8,10,35,2,15,7,0,2,2,15,97,152,
1,2,3,4,9,20,10,11,38,3,19,11,0,2,5,19,121,202,
2,3,4,2,6,18,8,12,43,3,23,13,0,2,5,20,141,230,
0,1,5,3,5,21,9,14,53,2,23,13,0,3,6,19,154,253,
0,5,5,2,6,23,10,13,59,4,21,12,0,2,7,23,160,268,
0,3,4,2,6,24,10,12,61,3,21,13,0,4,9,25,171,284,
1,3,6,2,7,18,11,15,58,5,22,14,0,5,9,33,179,299,
1,3,7,6,10,22,11,18,62,3,20,12,0,6,11,33,187,305,
2,3,6,7,11,26,11,19,67,5,20,14,0,7,11,33,190,311,
1,3,8,6,16,26,10,22,67,5,22,13,0,6,11,35,195,312,
2,5,7,6,23,23,12,22,69,4,22,14,1,6,12,35,202,322,
1,8,7,7,23,25,12,24,69,4,22,14,0,8,12,34,208,327,
0,4,7,5,26,26,13,26,68,5,22,14,0,7,13,35,213,329,
2,5,7,5,25,25,12,26,68,5,22,13,1,9,11,35,218,334,
1,7,7,7,28,24,12,26,64,4,24,15,0,7,12,38,220,337,
1,6,7,7,27,24,11,27,65,4,22,14,0,8,12,38,226,339,
1,9,9,8,30,23,13,29,66,4,23,15,0,8,13,38,228,339,
2,7,8,6,31,22,13,28,67,3,22,15,0,8,11,38,231,343,
2,8,7,7,32,24,14,31,68,4,22,14,1,8,12,38,233,343,
2,8,7,6,30,20,14,31,61,4,24,14,0,7,10,38,233,344,
2,9,8,8,31,22,13,33,57,5,24,14,0,7,12,39,236,344,
0,11,9,6,29,20,14,32,56,5,24,15,0,7,11,40,235,348,
3,15,11,6,28,21,14,33,57,4,23,15,0,5,10,38,237,350,
3,17,12,5,27,21,15,33,58,4,24,17,0,6,9,39,239,349,
3,15,13,6,30,21,14,34,61,5,23,16,0,7,11,39,242,350,
2,17,12,5,29,22,14,33,61,5,25,16,0,6,11,39,241,349,
2,13,13,5,27,20,14,32,61,6,25,17,0,6,11,40,245,350,
3,13,13,6,29,22,13,33,64,6,23,16,0,7,10,41,245,351,
2,16,13,5,29,22,13,34,64,5,24,17,0,7,10,41,246,355,
2,13,11,5,27,22,13,33,62,4,23,16,0,8,12,42,249,355,
3,14,12,3,29,22,12,32,62,5,23,16,0,7,12,42,249,354,
3,16,13,5,29,22,14,34,62,4,23,16,0,8,10,43,248,352,
2,15,12,4,27,21,15,32,61,4,24,15,0,8,11,44,248,348,
2,12,12,6,26,21,12,32,60,5,23,14,1,7,11,42,246,342,
2,13,11,5,24,18,14,31,57,3,21,13,0,7,9,41,245,336,
1,13,10,5,23,21,13,30,59,5,21,13,0,7,10,42,243,333,
3,12,8,5,25,20,14,30,55,5,21,12,0,8,9,42,234,322,
1,11,8,6,25,18,13,30,51,5,20,12,0,5,8,39,224,305,
1,7,7,5,18,13,13,27,47,3,18,10,0,3,7,37,207,277,
2,9,7,6,20,13,12,27,40,4,17,8,0,3,5,29,175,253,
1,9,5,4,20,13,13,25,37,3,18,9,0,4,5,26,153,246,
3,9,6,2,23,13,13,26,34,4,17,10,0,3,6,27,133,238,
1,9,7,3,23,15,13,26,34,4,16,9,0,2,4,25,113,217,
2,7,7,4,20,14,11,25,31,4,16,9,0,3,4,24,105,205,
2,8,3,2,20,11,11,22,26,5,21,9,0,1,1,22,86,179,
0,2,1,2,7,3,11,15,18,5,15,3,0,0,0,19,56,116,
0,0,0,1,1,1,8,4,10,2,7,0,0,0,1,13,27,57,
0,1,0,0,0,0,3,4,6,2,3,1,0,0,0,8,13,11,
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,
1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,
1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,
2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
