A1,A2,A3,B1,B2,B3,C1,C2,C3,2-A1,2-A2,2-A3,2-B1,2-B2,2-B3,2-C1,2-C2,2-C3,
11,29,18,13,20,11,8,12,8,0,1,0,0,0,0,0,2,0,
11,30,20,12,19,12,8,13,8,0,1,0,0,0,0,0,1,0,
12,30,19,13,20,13,8,12,8,0,1,0,0,0,0,0,1,0,
11,31,18,12,19,12,7,13,8,0,2,0,0,0,0,0,2,0,
12,30,19,15,20,12,8,12,8,0,1,0,0,0,0,0,1,0,
13,29,17,15,20,12,8,12,6,0,0,0,0,0,0,0,1,0,
13,28,18,13,19,12,8,13,8,0,1,0,0,0,0,0,2,0,
12,28,19,14,20,12,8,12,8,0,1,0,0,0,0,0,1,0,
12,28,18,15,20,13,6,11,6,0,1,0,0,0,0,0,2,0,
11,29,20,13,19,12,6,8,5,0,1,0,0,0,0,0,2,0,
10,28,17,14,19,12,4,9,6,0,2,0,0,0,0,0,1,0,
10,26,19,10,16,11,5,8,6,0,0,0,0,0,0,0,2,0,
11,25,17,10,16,11,4,7,5,0,0,0,0,0,0,0,3,0,
9,23,16,9,15,11,5,7,4,0,0,0,0,0,0,0,3,0,
7,22,16,8,16,10,4,6,3,0,0,0,0,0,0,0,3,0,
6,18,15,7,12,8,4,4,4,0,0,0,0,0,0,0,3,0,
5,14,13,7,11,8,3,2,2,0,2,0,0,0,0,0,4,0,
6,12,11,6,8,7,1,1,0,0,1,0,0,0,0,0,3,0,
6,9,10,3,4,6,1,1,2,0,1,0,0,0,0,0,3,0,
4,6,8,2,2,4,0,1,2,0,1,0,0,0,0,0,3,1,
2,5,5,1,1,2,0,0,1,0,0,0,0,0,0,0,4,1,
5,3,4,1,2,1,0,0,1,0,0,0,0,0,0,0,3,2,
3,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,
3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,
3,2,5,0,0,0,1,0,2,0,1,0,0,0,0,0,2,0,
4,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,
3,3,7,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,
4,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,6,4,
3,3,6,0,0,0,0,0,1,0,2,0,0,0,0,0,6,4,
3,3,7,0,0,0,0,0,1,0,2,1,0,0,0,1,9,3,
4,3,7,0,0,0,0,0,0,0,3,0,0,0,0,1,8,5,
4,3,7,0,0,0,0,0,0,1,7,2,0,0,0,1,12,4,
2,2,6,0,0,1,0,0,0,0,5,4,0,0,0,3,15,9,
4,4,7,1,0,0,0,0,0,1,7,3,0,0,0,2,16,10,
4,4,8,0,1,2,0,0,0,2,9,5,0,0,0,4,20,9,
3,4,7,0,1,1,0,0,2,2,9,6,0,0,0,4,22,10,
5,6,7,1,1,2,0,0,0,2,11,6,0,0,0,4,24,11,
3,5,6,0,0,1,0,0,1,0,10,6,0,0,0,3,26,13,
5,4,7,1,0,0,0,0,0,0,10,6,0,0,0,3,24,15,
3,2,5,0,0,0,0,0,1,2,11,8,0,0,0,4,26,15,
4,4,6,1,0,1,0,1,0,2,11,6,0,0,0,4,26,16,
4,5,7,2,1,2,0,1,1,2,11,7,0,0,0,5,27,17,
4,8,7,0,1,0,3,2,3,2,11,6,0,0,0,4,28,16,
3,7,6,0,4,3,3,3,4,1,11,7,0,0,0,3,28,15,
5,7,6,3,2,5,5,3,4,1,12,8,0,0,0,4,26,15,
5,11,8,4,5,4,4,6,3,1,10,6,0,0,0,5,23,14,
5,13,10,4,5,5,3,3,3,2,9,7,0,0,0,5,20,12,
5,16,11,3,9,6,2,3,3,3,8,8,0,0,0,5,14,10,
9,14,12,7,7,7,5,5,3,4,9,6,0,0,0,3,14,8,
7,16,10,7,10,7,6,6,4,4,7,6,0,0,0,4,11,6,
7,17,13,6,11,8,5,8,5,1,6,2,0,0,0,3,8,4,
8,19,14,7,11,7,6,6,6,1,6,3,0,0,0,3,7,4,
10,23,14,5,8,6,7,7,5,2,5,1,0,0,0,4,8,3,
8,21,13,6,10,7,6,6,4,1,4,0,0,0,0,1,6,3,
10,21,13,5,9,4,6,6,3,0,3,0,0,0,0,2,5,1,
7,16,9,5,6,3,4,3,2,0,0,0,0,0,0,1,4,2,
5,7,5,4,3,3,2,1,2,0,0,1,0,0,0,0,2,2,
5,5,5,3,1,3,3,1,2,0,0,0,0,0,0,0,2,1,
3,4,4,0,0,1,3,3,0,0,0,0,0,0,0,0,1,0,
3,3,4,0,0,0,4,0,4,0,1,0,0,0,0,0,1,0,
3,1,2,0,0,0,2,1,4,0,1,0,0,0,0,0,0,0,
3,2,4,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,
3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
2,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
3,3,8,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,
4,4,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,
3,3,9,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,
4,4,6,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,
4,4,8,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,
4,3,7,1,0,0,0,0,2,0,0,0,0,0,0,0,4,3,
4,1,7,0,0,0,1,0,2,0,3,0,0,0,0,0,6,2,
4,2,7,0,0,1,3,0,3,0,6,2,0,0,0,0,5,3,
4,3,4,0,0,0,3,0,2,0,6,3,0,0,0,0,10,3,
3,1,4,0,0,0,3,1,3,1,11,5,0,0,0,1,11,4,
4,6,4,1,1,0,4,2,2,4,14,11,0,0,0,2,11,7,
5,6,6,0,3,4,4,2,3,5,15,18,0,0,0,2,12,7,
4,8,8,2,2,4,5,3,5,5,16,22,0,0,0,3,14,9,
6,8,9,4,3,4,4,4,4,7,19,26,0,0,0,5,13,10,
5,11,10,3,5,5,5,4,5,8,19,30,0,0,0,5,13,11,
7,10,12,4,5,7,5,6,3,8,18,30,0,0,0,5,12,10,
7,13,13,5,6,7,5,4,3,9,16,30,0,0,0,5,12,10,
7,14,15,2,6,8,3,2,3,9,15,29,0,0,0,5,10,8,
6,16,14,5,6,7,2,5,5,9,17,25,0,0,0,5,10,9,
6,15,16,5,6,8,6,3,4,8,17,24,0,0,0,6,11,8,
7,15,14,4,8,8,3,4,3,10,20,22,0,0,0,4,10,7,
6,15,14,5,8,7,4,5,5,10,17,23,0,0,0,4,10,8,
8,18,15,4,8,6,6,8,4,9,18,24,0,0,0,4,8,7,
6,19,17,3,7,7,3,6,5,8,17,23,0,0,0,3,8,6,
10,20,17,5,8,6,6,4,5,8,16,23,0,0,0,3,11,7,
7,20,16,6,8,7,5,7,4,9,19,26,0,0,0,4,9,7,
9,22,20,5,10,8,3,5,4,9,18,25,0,0,0,4,9,7,
12,24,21,6,9,7,2,4,3,8,18,24,0,0,0,3,8,4,
12,28,20,7,8,7,2,3,2,6,19,24,0,0,0,3,11,6,
10,26,22,6,9,9,1,3,2,7,18,19,0,0,0,3,11,6,
11,29,24,6,10,8,2,4,3,7,19,23,0,0,0,4,11,6,
13,31,25,5,9,8,1,4,5,8,19,17,0,0,0,5,12,5,
10,31,27,7,9,8,2,6,4,8,20,21,0,0,0,5,12,5,
10,34,28,6,11,10,2,6,3,9,20,17,0,0,0,6,13,6,
9,34,27,4,11,9,5,7,7,5,20,17,0,0,0,3,14,7,
10,35,26,4,13,10,3,7,6,4,24,16,0,0,0,3,15,7,
10,39,28,3,13,9,5,10,5,4,21,15,0,0,0,5,17,8,
12,41,30,6,13,10,4,7,6,4,22,15,0,0,0,3,17,7,
12,42,32,4,13,9,6,9,7,5,21,13,0,0,0,5,19,7,
12,41,32,7,15,10,7,8,8,4,19,15,0,0,0,6,20,10,
12,48,32,8,19,10,5,10,7,4,20,13,0,0,0,7,25,11,
12,46,32,10,20,13,7,12,8,5,21,16,0,0,0,8,24,14,
14,51,33,9,21,12,3,12,7,5,23,16,0,0,0,10,27,15,
14,51,35,10,19,15,4,14,9,5,26,18,0,0,0,11,31,15,
14,57,36,9,26,15,5,17,9,4,25,18,0,0,0,11,34,13,
14,60,36,10,26,15,5,21,12,4,24,16,0,0,0,11,37,16,
18,62,37,9,28,16,7,23,11,5,23,16,0,0,0,14,36,16,
16,63,39,10,30,18,9,24,12,5,24,16,0,0,0,13,38,18,
18,65,40,12,31,16,10,24,11,5,21,13,0,0,0,14,35,18,
16,65,38,11,31,17,9,20,10,4,16,7,0,1,0,12,31,14,
13,57,33,9,27,14,8,18,8,2,13,3,0,0,0,7,22,8,
9,45,26,6,19,10,3,10,5,2,6,2,0,0,0,3,14,5,
10,34,22,4,14,10,3,5,4,0,7,1,0,0,0,0,10,1,
6,18,18,6,11,9,1,2,2,0,2,0,0,0,0,0,6,3,
6,14,15,4,7,10,0,1,2,0,0,0,0,0,0,0,2,0,
4,6,13,3,3,8,0,0,1,0,1,0,0,0,0,0,2,0,
4,2,5,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,
3,1,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,
1,1,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,
3,2,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,
3,1,5,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,
4,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,
3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,0,8,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,
3,0,5,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,
1,0,7,0,0,1,1,0,3,0,3,0,0,0,0,0,1,0,
2,1,7,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,
1,0,7,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,
1,0,6,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,
1,1,4,0,0,0,0,0,3,1,1,0,0,0,0,0,2,0,
1,0,5,0,0,0,2,1,3,0,1,0,0,0,0,0,1,0,
1,2,5,0,0,0,3,2,4,0,1,1,0,0,0,0,1,0,
1,1,5,0,0,1,5,1,3,1,4,0,0,0,0,0,3,0,
1,1,6,0,0,2,3,0,4,1,4,0,0,0,0,1,2,0,
1,1,4,1,0,3,4,0,5,2,6,1,0,0,0,1,6,0,
2,3,4,2,2,3,4,2,4,3,9,2,0,0,0,1,6,1,
1,4,5,1,2,3,4,4,4,5,12,5,0,0,0,2,7,1,
3,8,8,2,5,5,5,4,6,6,14,8,0,0,0,3,6,3,
4,7,10,4,4,7,5,3,5,0,14,11,0,0,0,0,6,3,
5,10,13,4,5,6,5,4,5,0,17,9,0,0,0,0,8,4,
7,14,13,5,4,5,6,7,5,0,17,13,0,0,0,0,8,4,
9,15,15,5,6,6,5,5,6,0,18,14,0,0,0,0,10,4,
9,19,16,6,7,8,5,3,5,13,17,14,0,0,0,5,9,5,
10,20,15,5,8,7,7,5,6,13,18,13,0,0,0,5,10,6,
13,24,21,5,7,7,6,6,6,13,20,13,0,0,0,4,12,5,
14,26,22,8,9,7,6,6,5,9,20,14,0,0,0,6,12,4,
15,23,23,7,10,10,6,7,7,11,19,12,0,0,0,7,14,6,
13,25,24,9,11,8,7,7,7,11,24,13,0,0,0,6,15,7,
12,29,23,8,13,7,5,8,5,12,22,13,0,0,0,6,14,6,
14,28,24,8,12,9,7,8,6,11,22,14,0,0,0,8,14,5,
12,31,25,7,14,11,6,8,7,13,23,14,0,0,0,7,11,7,
12,33,26,8,14,12,3,7,4,13,25,14,0,0,0,8,14,6,
13,32,26,8,15,13,6,8,3,11,25,12,0,0,0,6,16,7,
15,36,27,6,17,13,6,6,5,10,24,11,0,0,0,7,16,7,
13,36,27,8,18,12,3,7,5,10,28,14,0,0,0,8,18,7,
12,37,26,10,21,13,7,10,7,12,28,12,0,0,0,9,19,6,
14,38,28,9,20,14,5,10,7,10,32,11,0,0,0,9,22,8,
14,42,29,8,23,14,8,14,9,11,33,14,0,0,0,13,24,12,
12,44,31,8,24,17,7,17,10,12,36,18,0,0,0,17,28,14,
14,46,33,10,29,16,8,19,12,15,38,21,0,0,0,20,30,14,
14,49,34,14,32,20,7,22,12,13,42,26,0,0,0,20,33,16,
16,49,33,14,35,20,8,24,12,16,44,28,0,1,0,22,36,17,
14,51,35,18,36,22,9,24,13,16,49,32,0,1,1,27,39,18,
16,50,36,18,38,22,11,25,14,16,48,37,0,2,0,29,41,20,
14,53,36,18,43,24,10,26,15,19,53,40,0,0,0,30,41,21,
15,56,36,19,43,23,10,27,15,19,53,42,0,1,0,31,42,24,
16,55,37,21,43,25,11,27,15,19,55,43,0,1,1,32,44,23,
16,56,37,22,44,26,11,29,16,19,56,43,0,1,0,33,47,23,
17,59,38,23,46,26,11,30,16,21,59,47,0,2,1,33,46,22,
17,58,37,24,46,27,11,29,17,20,61,46,0,3,1,34,46,24,
16,56,36,23,46,26,11,29,15,22,59,44,1,1,1,33,45,22,
14,51,34,20,41,24,9,25,13,0,54,33,0,0,0,0,36,15,
11,42,26,14,30,18,6,15,8,0,40,19,0,0,0,0,23,9,
14,34,22,11,22,12,4,10,5,0,31,12,0,0,0,0,17,6,
9,27,19,8,15,11,3,6,3,14,20,4,0,0,0,6,13,2,
9,21,18,8,11,8,2,3,4,0,11,2,0,0,0,0,11,1,
8,17,15,7,9,9,2,4,2,0,10,2,0,0,0,0,7,2,
8,13,12,6,10,8,2,3,2,0,7,2,0,0,0,0,5,1,
6,8,9,3,5,6,2,1,2,0,4,1,0,0,0,0,3,0,
5,9,8,2,6,5,0,1,1,0,2,1,0,0,0,0,1,0,
4,8,6,3,4,4,2,1,0,0,3,0,0,0,0,0,0,0,
3,5,6,3,4,3,0,0,0,0,2,0,0,0,0,1,1,0,
2,5,2,2,3,2,0,1,1,0,2,1,0,0,0,0,2,0,
3,4,1,1,2,0,1,0,0,0,1,0,0,0,0,0,2,0,
2,5,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,
2,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
2,4,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,
3,2,6,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,
3,3,7,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,
3,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,
3,0,7,0,0,1,0,0,1,0,3,0,0,0,0,1,2,0,
2,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
3,0,7,0,0,1,0,1,0,0,2,0,0,0,0,1,2,0,
3,1,4,0,0,0,0,0,3,1,3,1,0,0,0,1,3,1,
3,1,6,0,0,0,0,0,2,1,4,0,0,0,0,2,4,1,
2,2,5,0,0,2,2,0,4,2,6,2,0,0,0,1,7,2,
2,2,6,0,0,0,3,1,3,2,8,6,0,0,0,2,5,3,
2,1,2,1,1,2,4,2,2,5,13,9,0,0,0,2,7,3,
2,4,2,0,1,2,4,2,4,6,13,14,0,0,0,3,7,4,
3,3,4,2,2,3,5,2,2,8,17,18,0,0,0,2,6,5,
3,6,5,1,3,3,4,5,4,9,18,21,0,0,0,3,6,3,
3,8,10,2,2,4,6,6,4,8,17,20,0,0,0,4,8,6,
4,13,11,4,5,5,5,4,3,11,18,21,0,0,0,4,7,5,
6,18,11,4,6,5,5,5,4,11,20,20,0,0,0,4,7,5,
7,18,16,4,6,7,4,6,4,13,19,20,0,0,0,4,10,6,
8,20,18,5,8,8,5,6,4,14,20,23,0,0,0,5,8,7,
10,23,21,7,9,10,5,5,5,13,22,23,0,0,0,5,10,6,
9,23,21,5,10,8,5,6,5,15,24,20,0,0,0,5,12,6,
10,26,23,6,9,10,7,8,7,14,23,19,0,0,0,7,11,5,
9,29,22,7,14,12,5,8,7,13,24,18,0,0,0,7,15,7,
11,31,26,9,13,11,7,8,7,12,27,20,0,0,0,9,16,8,
11,30,25,10,17,13,7,9,7,11,31,20,0,0,0,8,19,9,
14,37,26,8,16,13,7,10,7,10,34,16,0,0,0,10,23,9,
12,37,31,9,18,16,7,10,7,11,40,23,0,0,0,11,27,7,
11,40,30,11,23,16,6,11,8,15,46,25,0,1,0,15,30,8,
13,42,32,14,29,22,4,11,10,16,54,27,0,1,0,16,32,9,
15,48,38,16,32,23,4,11,8,16,64,32,0,2,0,21,37,12,
15,51,39,18,38,23,8,18,10,18,69,34,0,2,0,24,40,14,
15,59,43,20,42,26,9,19,13,19,75,41,0,4,1,27,43,15,
17,64,46,23,48,29,10,25,14,18,82,43,1,3,2,29,47,16,
19,70,49,28,51,32,8,25,14,22,88,49,1,4,2,28,51,18,
20,73,50,29,59,34,9,29,15,22,97,49,0,4,2,33,57,19,
19,76,54,32,63,36,13,30,18,24,104,55,1,8,3,36,58,20,
20,84,58,33,66,39,13,33,20,28,112,55,1,8,3,38,63,23,
24,89,62,37,71,41,13,38,20,29,118,59,3,9,3,48,72,26,
24,98,65,41,74,44,15,39,21,32,130,63,2,10,4,50,74,28,
26,98,69,43,74,45,17,42,23,36,138,68,3,12,5,56,80,29,
27,103,68,45,79,48,17,44,24,38,142,72,3,14,5,55,81,31,
28,105,65,46,82,48,16,46,25,38,136,72,4,12,6,55,80,32,
26,103,62,46,83,47,17,46,23,37,127,61,2,12,4,49,77,26,
23,92,54,39,75,36,15,37,18,28,97,43,1,6,2,30,57,17,
20,79,45,27,58,30,11,24,11,20,78,32,0,4,2,17,37,10,
17,65,37,19,45,24,8,17,8,15,53,21,0,1,0,7,21,6,
14,49,30,13,30,19,7,12,6,9,24,10,0,0,0,2,12,3,
10,29,23,8,20,12,3,7,6,4,11,3,0,0,0,3,8,0,
7,20,20,7,11,12,2,5,4,2,9,1,0,0,0,1,5,0,
4,13,14,5,10,9,3,3,3,2,9,1,0,0,0,0,5,0,
3,11,12,2,6,6,3,3,3,0,6,0,0,0,0,0,4,1,
4,10,8,1,4,4,4,3,2,0,4,1,0,0,0,0,3,0,
4,9,10,1,3,2,0,2,1,0,5,1,0,0,0,0,3,0,
2,8,7,0,1,3,0,1,2,1,5,1,0,0,0,1,3,0,
3,3,5,0,0,0,0,2,2,2,4,0,0,0,0,0,3,0,
4,5,7,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,
4,4,9,0,0,0,0,0,2,2,3,1,0,0,0,0,0,0,
4,5,8,0,0,0,0,0,0,2,5,0,0,0,0,0,1,0,
3,6,6,0,0,1,0,0,0,0,5,1,0,0,0,0,1,0,
4,4,7,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,
3,4,8,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,
2,2,6,0,0,1,0,0,0,0,4,1,0,0,0,0,4,0,
2,3,7,0,0,1,0,0,0,0,3,0,0,0,0,1,2,0,
3,2,6,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,
2,4,5,0,0,1,0,1,1,1,5,1,0,0,0,0,4,1,
3,3,7,0,1,1,1,1,1,1,5,2,0,0,0,0,3,2,
3,5,6,0,1,1,2,2,0,1,4,2,0,0,0,0,3,0,
6,8,6,2,2,2,1,3,1,1,6,2,0,0,0,0,5,2,
7,11,10,1,2,2,1,2,2,2,6,3,0,0,0,1,4,1,
8,15,13,3,4,4,1,4,4,4,10,4,0,0,0,1,7,2,
7,18,17,2,4,5,2,4,4,4,10,2,0,0,0,1,9,2,
9,17,20,4,6,7,4,4,4,3,12,4,0,0,0,1,9,3,
7,20,21,5,9,8,3,4,5,0,11,6,0,0,0,0,7,4,
8,22,20,6,10,9,5,7,5,4,14,7,0,0,0,3,8,4,
10,27,22,7,11,10,6,7,7,5,14,9,0,0,0,3,11,6,
10,26,24,8,13,11,3,7,6,5,14,8,0,0,0,2,10,5,
9,29,23,9,16,12,2,5,4,6,18,8,0,0,0,4,14,4,
11,32,23,6,17,11,4,8,7,5,18,11,0,0,0,4,14,5,
8,33,25,8,18,12,4,8,6,7,22,12,0,0,0,4,16,6,
12,36,27,8,20,13,7,11,8,5,26,12,0,0,0,6,19,8,
10,40,27,8,20,12,6,10,8,8,35,17,0,0,0,7,24,9,
13,41,28,11,24,16,7,11,8,10,42,21,0,0,0,10,28,11,
13,48,33,13,29,17,8,14,11,13,53,29,0,1,1,15,33,11,
15,56,37,19,34,20,11,17,12,16,61,37,0,2,1,18,38,14,
16,63,39,22,44,25,10,23,12,19,75,45,0,4,1,23,45,16,
16,73,45,28,50,29,9,26,13,25,91,50,0,6,2,26,54,22,
19,82,49,30,59,36,11,30,16,29,104,60,2,7,3,32,60,25,
23,88,54,36,64,38,14,35,18,29,116,68,1,10,4,35,63,29,
25,96,60,41,73,41,15,41,22,32,122,77,3,11,6,41,74,35,
24,103,63,45,79,45,18,44,23,37,130,80,3,13,7,47,81,40,
27,111,69,51,86,50,20,52,28,42,140,83,4,16,6,56,90,40,
29,119,76,55,93,56,22,55,30,50,143,83,6,16,9,60,96,43,
32,124,83,60,99,61,23,59,32,53,147,86,8,18,10,62,100,47,
36,128,87,67,106,64,24,61,32,58,152,89,8,20,12,65,104,49,
38,137,94,70,111,71,27,64,36,65,157,93,10,24,13,68,108,52,
41,145,99,73,118,75,26,69,39,72,166,93,11,26,14,68,111,55,
42,152,106,81,125,78,29,73,41,77,172,96,13,27,14,74,115,55,
42,157,110,86,128,84,29,74,41,84,172,102,14,29,16,76,116,59,
