A1,A2,A3,B1,B2,B3,C1,C2,C3,
29,317,37,14,60,9,9,15,4,
30,344,38,15,63,10,9,16,6,
30,377,40,16,70,11,9,17,7,
31,402,43,17,77,11,10,18,7,
33,421,44,15,76,10,9,19,7,
33,447,44,16,80,11,9,20,7,
37,468,46,16,83,11,10,20,6,
39,482,48,17,83,10,9,22,7,
41,501,48,17,85,10,8,22,7,
41,524,46,16,87,11,9,21,8,
42,536,47,16,90,12,10,22,6,
45,548,50,17,92,13,10,22,7,
44,565,52,17,100,13,9,24,8,
47,576,54,17,103,15,11,25,8,
48,589,58,19,107,16,10,25,8,
47,597,58,18,108,17,10,24,9,
48,604,55,18,110,14,10,25,8,
50,612,57,19,107,16,9,26,8,
52,623,58,19,108,16,11,25,8,
53,628,62,19,112,17,10,25,9,
56,631,63,20,111,16,11,26,9,
56,634,64,21,115,17,11,26,10,
55,638,63,20,114,18,12,26,9,
56,642,66,21,115,18,10,26,9,
55,648,65,21,115,18,12,28,9,
57,650,63,22,116,18,13,28,10,
58,657,66,23,119,18,11,29,10,
59,659,67,22,120,18,14,27,11,
59,659,66,22,122,19,11,29,11,
59,663,66,22,124,21,11,27,10,
59,666,66,22,125,18,13,30,9,
59,671,67,21,122,18,12,28,10,
61,675,70,23,125,18,11,28,10,
61,672,67,23,125,20,11,29,10,
60,671,65,23,125,20,11,29,11,
60,674,66,23,127,19,11,27,10,
59,678,68,23,128,21,12,29,10,
60,683,69,22,128,20,11,29,10,
61,686,70,21,128,20,10,29,10,
62,688,70,22,129,20,12,29,9,
62,685,70,23,130,20,12,28,10,
61,684,69,23,129,22,12,29,10,
59,687,70,23,133,22,10,28,9,
61,690,69,22,132,22,10,29,9,
61,690,70,23,132,23,12,28,10,
62,691,71,23,135,23,10,28,9,
59,692,72,22,135,24,12,30,10,
60,694,74,24,134,23,12,28,9,
61,697,75,24,135,24,10,29,9,
60,695,74,22,134,23,10,28,9,
60,696,77,23,137,24,10,30,10,
59,700,78,23,138,26,10,27,10,
60,701,80,23,137,25,11,28,9,
63,705,78,25,140,26,11,28,10,
64,703,81,23,142,25,11,29,11,
62,706,83,23,141,27,11,29,10,
64,712,84,23,141,26,10,29,10,
65,713,86,23,140,26,12,30,10,
62,714,86,24,145,26,12,30,11,
64,714,85,25,147,26,12,30,10,
64,716,83,24,147,28,10,30,11,
63,716,82,25,147,27,11,30,10,
64,717,82,24,147,26,11,30,12,
66,721,85,24,147,27,10,29,11,
66,725,87,26,149,27,11,30,12,
66,725,88,27,152,28,10,31,11,
66,727,92,27,153,29,12,31,12,
67,727,92,28,155,29,12,32,12,
67,727,91,26,155,28,12,31,12,
66,727,92,26,151,28,11,30,12,
67,728,94,25,152,28,11,31,12,
67,730,94,26,150,29,13,30,10,
69,732,96,27,151,28,11,32,12,
67,731,95,27,153,28,13,31,11,
67,727,95,28,148,26,12,31,11,
64,725,95,26,149,28,13,30,13,
63,729,96,27,149,28,12,31,11,
66,733,97,25,152,29,12,32,13,
67,738,98,26,153,30,13,32,13,
67,740,94,28,155,29,14,32,13,
69,743,98,28,157,30,13,31,13,
68,745,102,28,158,31,13,33,13,
68,746,99,28,153,29,11,32,12,
67,746,99,26,152,30,12,31,12,
67,748,101,28,155,32,12,33,12,
66,750,102,27,156,31,13,33,11,
70,753,98,29,159,31,13,33,13,
70,753,100,28,159,31,13,32,13,
69,755,105,30,159,31,13,33,12,
68,751,100,28,153,28,13,32,13,
65,744,103,27,151,30,12,31,13,
66,751,105,27,155,30,13,32,13,
65,758,102,28,156,30,12,33,13,
67,753,96,27,154,29,13,31,12,
67,753,99,28,154,29,11,32,11,
71,755,99,29,155,30,12,31,12,
72,758,103,28,158,31,12,32,13,
73,760,103,30,159,31,13,32,13,
74,762,105,30,159,30,13,34,13,
75,763,102,29,161,32,13,34,13,
73,761,101,30,159,31,13,33,12,
72,763,104,30,162,32,13,32,13,
74,765,105,31,160,31,11,32,14,
74,766,107,30,160,30,13,33,13,
75,766,109,30,160,32,11,33,13,
75,764,108,30,160,31,11,32,13,
77,766,108,31,158,31,12,33,14,
76,768,110,30,161,32,13,34,14,
75,771,108,31,162,32,13,35,15,
76,773,110,31,162,32,13,33,14,
76,774,111,31,165,32,13,33,14,
76,774,113,32,163,33,13,34,15,
75,774,112,32,166,33,13,34,15,
76,774,112,32,164,32,13,36,15,
76,773,109,31,159,31,12,33,14,
74,772,112,31,158,33,13,33,15,
70,770,113,30,161,34,13,32,15,
69,774,116,32,162,33,13,34,14,
72,780,115,31,164,35,13,35,15,
73,776,114,31,162,33,12,35,14,
73,775,115,30,162,32,13,35,14,
74,784,119,32,166,34,11,35,14,
73,786,120,32,167,36,12,36,15,
70,782,120,33,170,36,13,34,16,
69,785,118,32,167,36,13,35,14,
69,782,118,31,165,36,12,34,15,
67,776,114,31,163,37,12,33,15,
65,767,117,31,164,37,12,34,14,
64,766,118,31,168,38,13,34,14,
65,770,120,31,171,39,13,33,15,
63,773,119,32,172,37,13,34,14,
65,777,118,31,169,39,13,34,14,
65,780,121,31,168,38,13,34,16,
65,785,120,29,170,39,13,35,14,
65,787,123,30,173,39,13,34,14,
65,784,122,30,173,39,12,33,14,
66,780,121,30,170,38,12,35,14,
66,786,121,29,172,38,12,35,14,
64,788,118,31,171,37,12,35,15,
67,790,120,31,172,38,12,34,15,
69,789,124,31,176,39,12,35,16,
63,769,121,32,173,37,12,32,15,
60,758,121,31,173,38,13,34,14,
58,766,122,31,174,38,11,34,15,
61,776,122,31,175,39,11,34,14,
62,783,124,32,175,39,12,35,15,
61,784,124,32,177,40,13,34,16,
63,784,127,30,179,42,13,35,16,
