A1,A2,A3,B1,B2,B3,C1,C2,C3,
20,31,27,46,63,62,54,71,40,
21,30,27,46,61,62,55,71,39,
21,30,27,46,62,61,54,71,40,
21,31,26,46,61,62,54,72,40,
21,31,27,45,62,62,54,71,39,
21,31,26,46,61,62,53,72,40,
20,31,27,46,61,62,54,72,39,
20,31,28,45,62,61,56,71,39,
19,31,28,46,62,62,55,72,39,
20,32,27,45,60,62,54,72,40,
21,32,28,45,62,61,56,71,40,
20,32,26,45,61,62,54,71,40,
20,30,28,46,60,61,55,71,39,
20,31,27,45,62,61,54,71,40,
20,30,28,45,62,61,55,72,40,
20,31,28,46,62,61,54,72,39,
21,31,28,46,61,62,53,71,40,
20,31,26,45,61,61,55,70,39,
19,30,28,45,62,61,54,71,41,
20,31,26,46,62,61,53,71,40,
21,31,28,45,61,61,55,71,40,
20,32,28,44,63,61,54,72,39,
20,32,27,45,62,61,54,72,39,
20,30,28,45,61,61,55,69,39,
20,31,27,45,62,61,55,71,39,
20,31,28,45,62,62,54,72,39,
19,30,27,44,62,62,54,71,40,
21,31,28,46,62,62,54,71,38,
21,31,28,46,62,62,54,71,39,
19,31,29,46,62,61,53,72,39,
19,31,27,45,62,62,54,72,39,
21,31,28,46,62,62,54,71,39,
19,32,28,44,62,61,53,71,38,
20,31,27,44,63,62,54,71,38,
19,32,27,44,62,61,53,72,38,
19,30,27,46,63,61,54,72,38,
21,31,26,44,62,60,54,72,39,
21,30,26,45,61,60,53,71,39,
20,30,26,45,59,60,53,72,39,
19,31,26,45,60,61,53,71,38,
19,31,26,44,62,61,54,70,39,
21,31,27,47,61,61,54,70,38,
19,31,28,45,62,61,53,70,39,
20,31,27,45,62,61,53,71,39,
20,30,28,46,61,60,53,72,38,
19,32,26,45,61,61,54,70,38,
19,31,28,44,61,59,54,71,39,
20,30,27,45,62,60,53,70,39,
19,31,26,45,62,61,53,71,39,
21,30,27,45,61,61,54,70,40,
19,31,28,45,61,61,54,70,39,
21,30,27,45,61,62,54,70,40,
20,30,27,45,61,61,54,71,39,
20,31,27,45,61,61,54,70,39,
19,30,28,44,61,62,53,72,39,
20,31,28,46,62,62,54,72,40,
19,30,28,45,62,61,54,71,39,
19,30,27,45,61,61,55,71,39,
21,32,27,45,62,62,54,70,40,
19,31,28,45,62,62,53,71,39,
20,31,27,44,62,62,53,71,39,
20,32,28,45,61,61,53,72,39,
19,31,29,45,62,62,53,72,40,
19,30,28,43,62,61,53,72,39,
19,30,27,44,63,61,54,71,38,
19,31,28,43,62,62,54,71,38,
19,31,28,45,61,61,53,71,39,
19,30,27,46,62,62,53,71,39,
19,32,27,45,62,61,53,70,39,
20,31,26,43,62,61,53,70,39,
20,30,27,43,62,62,53,71,39,
19,31,28,45,62,62,53,71,40,
20,31,28,45,63,62,52,71,40,
19,31,29,44,63,62,53,70,40,
19,30,28,45,61,63,53,71,40,
20,32,28,44,62,61,53,72,39,
19,32,28,45,62,63,54,71,39,
20,30,28,45,63,61,54,72,40,
20,31,28,45,62,62,54,71,40,
20,31,28,45,62,61,52,70,39,
20,30,27,45,62,62,53,70,39,
19,30,28,44,63,61,54,72,40,
20,30,28,45,61,61,53,71,39,
20,30,29,45,62,61,53,72,40,
19,31,28,45,62,62,54,72,40,
19,30,28,43,62,63,54,72,40,
21,30,26,45,62,62,54,71,39,
20,31,28,45,62,62,53,71,39,
21,31,28,44,63,63,54,72,40,
21,30,28,46,63,63,55,71,40,
21,31,26,44,62,62,55,72,40,
19,31,28,44,62,63,53,73,39,
21,31,28,45,63,63,55,72,38,
21,31,27,43,63,63,54,72,39,
20,31,28,45,62,62,55,72,40,
18,31,28,45,63,62,53,71,39,
21,31,28,45,63,63,54,72,38,
21,31,27,45,62,62,54,72,40,
21,31,27,45,63,62,54,71,39,
19,30,28,45,63,61,53,71,39,
19,30,28,44,62,62,54,71,39,
19,31,28,45,63,63,54,72,40,
19,31,28,45,63,62,54,71,38,
20,32,26,45,63,61,53,71,40,
21,31,28,45,63,62,54,70,38,
21,31,28,44,62,61,55,71,39,
20,31,27,45,63,62,54,71,40,
19,31,28,46,62,62,55,71,40,
